testType,bGraphMatch,unaryFeat,edgeFeat,inCntType,database,category,testCnt,iter#,total node#,outlier#,complete,density,deform,graph#,alg#,scale,edgeWeight,initConstWeight,consStep,constWeightMax,iterImmune
formal,1,0,1,all,synthetic,deform,1,6,7,0,1.00,0.90,0.15,3,11,0.05,1.00,0.20,1.10,1.00,2

